file_name,class,vertices,faces,min_bound,max_bound
m502.obj,Cup,5001,9998,[0.025 0.025 0.025],[0.67500699 0.97500002 0.67500699]
m526.obj,Cup,4994,9932,[0.025 0.025 0.025],[0.97500002 0.658894   0.5       ]
D00048.obj,DeskLamp,5019,9942,[-1.12768996 -0.58111602 -0.63078803],[0.60570002 0.66629201 0.73129398]
D00090.obj,DeskLamp,5010,9844,[-0.875      -0.68661797 -0.29613701],[0.73519701 0.78181499 0.30965   ]
D00147.obj,DeskLamp,5014,9898,[-0.72522801 -0.40704301 -0.17111699],[0.96251798 0.452214   0.18387499]
D00257.obj,DeskLamp,5010,9962,[-0.95596302 -0.32230201 -0.30670899],[0.63124102 0.399708   0.30226699]
D00268.obj,DeskLamp,5006,9924,[-0.59915102 -0.187466   -0.104204  ],[0.97482699 0.115978   0.109359  ]
D00330.obj,DeskLamp,5116,9746,[-1.18276    -0.353165   -0.19118901],[0.50539899 0.1810535  0.183064  ]
D00378.obj,DeskLamp,5033,9891,[-0.90786701 -0.25664601 -0.56549299],[0.94644099 0.72284102 0.379832  ]
D00435.obj,DeskLamp,5006,9984,[-1.03346002 -0.386675   -0.35865   ],[0.69367701 0.50745201 0.35095501]
D00455.obj,DeskLamp,5000,9914,[-0.93453002 -0.3608575  -0.253472  ],[0.66627198 0.26315099 0.24361999]
D00531.obj,DeskLamp,5012,9970,[-1.15288997 -0.236515   -0.18632901],[0.69914699 0.296754   0.191789  ]
D00547.obj,DeskLamp,5028,9980,[-0.921965   -0.41195625 -0.56521499],[0.70593975 0.3286755  0.209501  ]
D00686.obj,DeskLamp,5031,9932,[-0.92966902 -0.619726   -0.29939801],[0.91269797 0.85906398 0.352642  ]
D00693.obj,DeskLamp,5035,9847,[-1.07986999 -0.23138    -0.30912101],[0.780756   0.4341     0.27329901]
D00698.obj,DeskLamp,5093,8805,[-0.887514   -0.49066401 -0.27814999],[0.76698101 0.36002901 0.35260001]
D00715.obj,DeskLamp,5002,9992,[-1.01240003 -0.42488    -0.47413599],[0.780967   0.58731401 0.46488601]
D00744.obj,DeskLamp,4940,8805,[-0.78551701 -0.236031   -0.26492849],[1.14533502 0.292913   0.1678435 ]
D00759.obj,DeskLamp,5034,9998,[-0.90299398 -0.756791   -0.499502  ],[0.949175   0.69891202 0.54229498]
D00776.obj,DeskLamp,5042,9919,[-1.00827003 -0.37876099 -0.26802   ],[0.69437999 0.32606399 0.196867  ]
D00797.obj,DeskLamp,5019,9962,[-0.773745   -0.68457249 -0.35179001],[0.89957798 0.46471199 0.353095  ]
D00912.obj,DeskLamp,4353,8640,[-0.82666802 -0.80336303 -0.33756199],[1.01154995 0.671597   0.31451499]
m603.obj,DeskLamp,5013,9968,[0.025 0.025 0.025],[0.58332199 0.84654897 0.97500002]
m604.obj,DeskLamp,4958,9321,[0.025 0.025 0.025],[0.69906002 0.97500002 0.156056  ]
m605.obj,DeskLamp,4971,8982,[0.025 0.025 0.025],[0.50207698 0.97500002 0.83686697]
m606.obj,DeskLamp,4687,9184,[0.025 0.025 0.025],[0.83863598 0.97500002 0.458987  ]
m608.obj,DeskLamp,5031,9858,[0.025 0.025 0.025],[0.75998402 0.90819001 0.97500002]
m609.obj,DeskLamp,4491,8916,[0.025 0.025 0.025],[0.21256401 0.720676   0.97500002]
m611.obj,DeskLamp,4405,8032,[0.025 0.025 0.025],[0.844015   0.97500002 0.45893201]
m613.obj,DeskLamp,5005,9732,[0.025 0.025 0.025],[0.97500002 0.93453598 0.29802099]
m614.obj,DeskLamp,336,684,[0.025 0.025 0.025],[0.39606199 0.97500002 0.91971803]
m615.obj,DeskLamp,5008,9983,[0.025 0.025 0.025],[0.86349499 0.747334   0.97500002]
m616.obj,DeskLamp,4964,9861,[0.025 0.025 0.025],[0.77328624 0.97500002 0.44288799]
D00118.obj,DeskPhone,5877,8820,[-0.77571648 -0.72794801 -0.22007   ],[0.89789897 0.59175199 0.218757  ]
D00135.obj,DeskPhone,5081,9520,[-0.84732199 -0.53309298 -0.21072701],[0.88430399 0.76563698 0.14376099]
D00154.obj,DeskPhone,5054,9884,[-0.63317901 -0.637106   -0.1316    ],[0.96722049 0.42905    0.106948  ]
D00220.obj,DeskPhone,5023,9978,[-0.73796499 -0.67488402 -0.37712499],[0.74819797 0.50850803 0.49822101]
D00316.obj,DeskPhone,48061,94497,[-0.62864202 -0.59352499 -0.286264  ],[0.81187397 0.70157099 0.244973  ]
D00318.obj,DeskPhone,4313,8494,[-0.71404099 -0.66062099 -0.52060002],[0.81084198 0.61413699 0.27083901]
D00403.obj,DeskPhone,27338,54476,[-1.14833999 -0.46650001 -0.30047199],[0.542027   0.57962298 0.82300502]
D00486.obj,DeskPhone,5010,9936,[-0.754318   -0.63718599 -0.37844101],[0.96844798 0.49429899 0.29152301]
D00511.obj,DeskPhone,31349,60638,[-0.89756399 -0.34966201 -0.120496  ],[0.722718   0.26014799 0.26418701]
D00556.obj,DeskPhone,5014,9964,[-0.85143399 -0.49731901 -0.43083301],[0.83712697 0.91808802 0.255611  ]
D00576.obj,DeskPhone,5010,9631,[-0.75534499 -0.47359699 -0.179611  ],[0.81992102 0.47104701 0.1970595 ]
D00680.obj,DeskPhone,5090,9857,[-0.77803999 -0.498658   -0.22214299],[0.777776   0.84887302 0.19151101]
D00706.obj,DeskPhone,43899,51590,[-0.77902102 -0.57370102 -0.273202  ],[0.76280898 0.756733   0.21164501]
D00773.obj,DeskPhone,4984,9354,[-0.70606101 -0.56691751 -0.17342   ],[0.864997   0.52939302 0.195062  ]
D00829.obj,DeskPhone,5016,9984,[-0.90569001 -0.91035199 -0.43857199],[0.92436099 0.79598403 0.122189  ]
D00894.obj,DeskPhone,5028,9965,[-1.01212001 -0.59409302 -0.54246199],[0.56806201 0.69604701 0.28765699]
D00897.obj,DeskPhone,27047,53852,[-1.01916003 -0.58981401 -0.242044  ],[0.87080401 0.35375801 0.165194  ]
D00899.obj,DeskPhone,39869,79650,[-0.71453798 -0.712053   -0.250503  ],[0.779728   0.70039898 0.25513199]
D00957.obj,DeskPhone,5027,9800,[-0.62785298 -0.61487502 -0.23102   ],[0.89955699 0.62895298 0.217197  ]
D00958.obj,DeskPhone,5025,6886,[-0.87846702 -0.70748502 -0.37928   ],[0.84069097 0.82483101 0.26497599]
D01005.obj,Door,5073,9489,[0.025 0.025 0.025],[0.43395999 0.97500002 0.08532693]
D01029.obj,Door,4989,9953,[0.025 0.025 0.025],[0.54525298 0.97500002 0.28194499]
D01052.obj,Door,5005,9963,[0.025 0.025 0.025],[0.188867   0.97500002 0.50366497]
D01058.obj,Door,5066,9659,[0.025 0.025 0.025],[0.52169502 0.97500002 0.115777  ]
D01062.obj,Door,5080,9400,[0.025 0.025 0.025],[0.85743499 0.97500002 0.104125  ]
D01076.obj,Door,1724,3468,[0.025 0.025 0.025],[0.47673199 0.97500002 0.089167  ]
D01104.obj,Door,5010,9900,[0.025 0.025 0.025],[0.485632   0.97500002 0.0670163 ]
D01114.obj,Door,5001,9950,[0.025 0.025 0.025],[0.60922402 0.97500002 0.214508  ]
D01121.obj,Door,4967,9841,[0.025 0.025 0.025],[0.56785703 0.97500002 0.0521429 ]
D01129.obj,Door,5196,9018,[0.025 0.025 0.025],[0.47684601 0.97500002 0.120993  ]
D01136.obj,Door,5013,9856,[0.025 0.025 0.025],[0.54701298 0.97500002 0.119732  ]
D01139.obj,Door,5157,9714,[0.025 0.025 0.025],[0.5        0.97500002 0.0566667 ]
D01141.obj,Door,5088,9478,[0.025 0.025 0.025],[0.48635    0.97500002 0.135169  ]
D01143.obj,Door,5005,9986,[0.025 0.025 0.025],[0.55562299 0.97500002 0.0776375 ]
D01144.obj,Door,5069,9724,[0.025 0.025 0.025],[0.32038    0.97500002 0.104125  ]
D01155.obj,Door,5022,9557,[0.025 0.025 0.025],[0.95096499 0.97500002 0.15807   ]
D01158.obj,Door,716,1446,[0.025 0.025 0.025],[0.566616   0.97500002 0.125402  ]
D01167.obj,Door,5082,9363,[0.025 0.025 0.025],[0.61576003 0.97500002 0.104125  ]
D01177.obj,Door,5085,9569,[0.025 0.025 0.025],[0.47583699 0.97500002 0.09054   ]
D01194.obj,Door,5032,9694,[0.025 0.025 0.025],[0.0373238  0.97500002 0.52804703]
m1707.obj,Door,4993,9953,[0.025 0.025 0.025],[0.54525298 0.97500002 0.28194499]
m1708.obj,Door,5052,9840,[0.025 0.025 0.025],[0.56785703 0.97500002 0.052143  ]
m1710.obj,Door,5009,9955,[0.025 0.025 0.025],[0.54442298 0.97500002 0.119998  ]
m1711.obj,Door,5059,9740,[0.025 0.025 0.025],[0.32038    0.97500002 0.104125  ]
m1712.obj,Door,1724,3468,[0.025 0.025 0.025],[0.47673199 0.97500002 0.089167  ]
m1713.obj,Door,5049,9458,[0.025 0.025 0.025],[0.43395999 0.97500002 0.085327  ]
m1714.obj,Door,5020,9922,[0.025 0.025 0.025],[0.485632   0.97500002 0.067016  ]
m1715.obj,Door,5004,9964,[0.025 0.025 0.025],[0.188867   0.97500002 0.50366497]
m1716.obj,Door,5097,9478,[0.025 0.025 0.025],[0.48635    0.97500002 0.135169  ]
m1717.obj,Door,5058,9658,[0.025 0.025 0.025],[0.52169502 0.97500002 0.115777  ]
m1718.obj,Door,5206,9019,[0.025 0.025 0.025],[0.47684601 0.97500002 0.120993  ]
m1720.obj,Door,5005,9857,[0.025 0.025 0.025],[0.54701298 0.97500002 0.119732  ]
m1721.obj,Door,716,1446,[0.025 0.025 0.025],[0.566616   0.97500002 0.125402  ]
m1722.obj,Door,5001,9950,[0.025 0.025 0.025],[0.60922402 0.97500002 0.214508  ]
m1723.obj,Door,5039,9400,[0.025 0.025 0.025],[0.85743499 0.97500002 0.104125  ]
m1724.obj,Door,5073,9345,[0.025 0.025 0.025],[0.61576003 0.97500002 0.104125  ]
m1725.obj,Door,5008,9979,[0.025 0.025 0.025],[0.97500002 0.95372301 0.210779  ]
m1726.obj,Door,5022,9557,[0.025 0.025 0.025],[0.95096499 0.97500002 0.15807   ]
m1727.obj,Door,5038,9960,[0.025 0.025 0.025],[0.75607902 0.97500002 0.121945  ]
m1728.obj,Door,5022,9721,[0.025 0.025 0.025],[0.97500002 0.97298902 0.11953   ]
m1729.obj,Door,4566,9024,[0.025 0.025 0.025],[0.69133699 0.97500002 0.190569  ]
m1730.obj,Door,4566,9024,[0.025 0.025 0.025],[0.69133699 0.97500002 0.190569  ]
m1731.obj,Door,1974,4084,[0.025 0.025 0.025],[0.97500002 0.935516   0.136363  ]
m1732.obj,Door,4616,9152,[0.025 0.025 0.025],[0.97500002 0.874286   0.105008  ]
D00026.obj,Drum,5506,6560,[-0.162762 -0.171664 -0.001215],[0.16443101 0.150061   0.70499998]
D00063.obj,Drum,4980,6865,[0.82225698 0.454092   0.51276302],[1.57792997 1.20976996 1.08903003]
D00115.obj,Drum,5096,8383,[ 0.538248   -0.41518599 -0.27133799],[1.75136209 0.68598902 0.427939  ]
D00163.obj,Drum,5696,3024,[ 0.97323  -0.017525  0.      ],[1.73658001 0.74892801 0.658813  ]
D00189.obj,Drum,5386,6973,[1.81519997 0.87002999 0.44499999],[2.21519995 1.27003002 1.15499997]
D00193.obj,Drum,5060,6893,[ 0.251542    0.27234799 -0.017463  ],[1.00721896 1.02802503 1.08902502]
D00297.obj,Drum,5557,6366,[ 1.09722996e+00  4.39181000e-01 -2.22920993e-04],[1.68204999 0.96789402 0.67361599]
D00298.obj,Drum,5082,6691,[-0.41134101  0.70020199  0.        ],[0.32110251 1.43157101 1.25094998]
D00308.obj,Drum,5247,7842,[0.45761201 0.326359   0.        ],[1.49901199 1.36775899 0.76835001]
D00375.obj,Drum,5255,6826,[-0.015297   -0.43896475 -0.008625  ],[0.50100398 0.461281   0.60717601]
D00383.obj,Drum,5274,7947,[3.71033001 0.358383   1.96850002],[4.37072992 1.01877999 2.43840003]
D00404.obj,Drum,5346,7318,[13.7589941  11.72842407 -0.06985   ],[15.76296234 13.73239231  2.41300011]
D00551.obj,Drum,5443,7794,[2.50801992 1.01190197 0.        ],[3.16496706 2.46405792 1.45215607]
D00557.obj,Drum,5169,6878,[-0.030871  0.106069 -0.0254  ],[0.508717   0.79906702 0.66039997]
D00596.obj,Drum,5427,7713,[-2.29035711 -2.29035711 -3.48401904],[2.29035711 2.29035711 3.03776789]
D00709.obj,Drum,4017,6848,[1.73892999 1.34996998 0.304391  ],[1.99153996 1.60258007 0.38059101]
D00939.obj,Drum,5390,6956,[-0.148802 -0.144365  0.      ],[0.137049   0.148128   0.26276201]
D00951.obj,Drum,7993,9060,[1.66583109 0.82839    0.392571  ],[2.18442392 1.32316899 0.94061702]
D00980.obj,Drum,5653,8012,[0. 0. 0.],[0.58340001 0.58340001 0.95779997]
D00982.obj,Drum,5103,6840,[-0.15966301 -0.080963   -0.020004  ],[0.002263 0.080963 0.020325]
D00012.obj,Fish,4230,6966,[-1.05517995 -0.39136899 -0.33387801],[0.71338201 0.39320499 0.301967  ]
D00022.obj,Fish,5356,9103,[-1.13572001 -0.372513   -0.25346801],[0.686773   0.44088599 0.24128599]
D00024.obj,Fish,5322,9163,[-1.10237002 -0.254958   -0.27225   ],[0.67914498 0.31252599 0.25220299]
D00030.obj,Fish,5289,9128,[-0.692617   -0.30794099 -0.194262  ],[1.06052995 0.33698699 0.19757301]
D00142.obj,Fish,5175,9301,[-0.58741897 -0.527408   -0.336707  ],[1.10758996 0.443986   0.301658  ]
D00165.obj,Fish,4264,7130,[-0.72156602 -0.28967601 -0.30052799],[1.05587006 0.33396301 0.31541899]
D00251.obj,Fish,4006,6628,[-1.12676001 -0.62101799 -0.40586001],[0.56197    0.48453799 0.37603399]
D00293.obj,Fish,4062,6838,[-1.10406005 -0.48435399 -0.32549599],[0.68657601 0.454548   0.302995  ]
D00351.obj,Fish,5190,9279,[-1.11800003 -0.41741499 -0.31124201],[0.60742402 0.470559   0.312823  ]
D00398.obj,Fish,5308,9146,[-0.65973598 -0.35278401 -0.25601801],[1.04382002 0.41545501 0.22610401]
D00450.obj,Fish,5306,9144,[-1.08449996 -0.37553501 -0.33307901],[0.65686798 0.34729999 0.322133  ]
D00535.obj,Fish,5320,9170,[-1.10596001 -0.42885101 -0.313088  ],[0.66829503 0.49223101 0.30638   ]
D00633.obj,Fish,5276,9217,[-0.76735801 -0.369286   -0.33536899],[1.02978003 0.34637201 0.28665999]
D00636.obj,Fish,5251,9177,[-1.07007003 -0.39666799 -0.32763699],[0.622697   0.33933201 0.327741  ]
D00643.obj,Fish,5348,9083,[-0.670672 -0.416426 -0.38279 ],[0.98397201 0.36211699 0.35837701]
D00682.obj,Fish,5325,9210,[-0.82539898 -0.373849   -0.38828599],[1.08561003 0.291511   0.37029099]
D00748.obj,Fish,5046,8098,[-1.05001998 -0.40180999 -0.263805  ],[0.736929   0.30308801 0.25342599]
D00763.obj,Fish,4122,6824,[-0.667665   -0.43872601 -0.410754  ],[1.15982997 0.643516   0.39600599]
D00850.obj,Fish,4380,7318,[-0.65374202 -0.39837101 -0.37984499],[1.10412002 0.35358199 0.360212  ]
D00950.obj,Fish,5237,9173,[-1.00479996 -0.32045501 -0.54937297],[0.65399802 0.364705   0.55312997]
D00028.obj,FloorLamp,5008,9971,[-0.51206601 -0.27407899 -0.35805401],[0.85744298 0.454505   0.37059999]
D00093.obj,FloorLamp,4939,9927,[-0.570333   -0.57373297 -0.54500598],[0.52342701 0.52101302 1.03716004]
D00186.obj,FloorLamp,5012,9952,[-0.625938   -0.50787503 -0.52038503],[0.98002201 0.54220098 0.52977997]
D00211.obj,FloorLamp,5097,9970,[-0.84011298 -0.57723302 -0.24227899],[0.80218101 0.31054801 0.33031601]
D00228.obj,FloorLamp,5000,9988,[-0.654154   -0.54453099 -0.55688798],[0.895962   0.56799501 0.55567002]
D00388.obj,FloorLamp,5020,9605,[-0.49521601 -0.64965397 -0.67365199],[0.97926801 0.66428697 0.64050698]
D00400.obj,FloorLamp,5017,9897,[-0.757635   -0.46573901 -0.46668601],[0.82149601 0.48691499 0.48589799]
D00408.obj,FloorLamp,5045,9814,[-0.61600798 -0.63287598 -0.64169598],[0.92521602 0.66224003 0.637348  ]
D00447.obj,FloorLamp,4185,8434,[-0.96339798 -0.67122698 -0.66270602],[0.62223899 0.66552299 0.67466599]
D00495.obj,FloorLamp,4282,8487,[-0.87269002 -0.51569498 -0.31108201],[0.40088499 0.357133   0.36099499]
D00563.obj,FloorLamp,5705,6370,[-0.90883049 -0.5088955  -0.51019399],[0.58465978 0.51098377 0.51015563]
D00580.obj,FloorLamp,5344,9866,[-1.14234751 -0.444224   -0.578098  ],[0.8283605  0.75244701 0.620116  ]
D00740.obj,FloorLamp,4488,8960,[-0.762766   -0.52498102 -0.51886201],[0.82533598 0.50610697 0.51324201]
D00856.obj,FloorLamp,5001,9996,[-0.798935   -0.56826502 -0.489934  ],[0.77380902 0.44832999 0.53311598]
D00875.obj,FloorLamp,5046,9915,[-0.94753897 -0.42406501 -0.43193799],[0.7298055  0.43359101 0.42588201]
D00876.obj,FloorLamp,5002,9996,[-0.868101   -0.59697598 -0.65641502],[0.60804275 0.72019798 0.67629498]
D00888.obj,FloorLamp,5000,9994,[-0.91812003 -0.36978099 -0.50353301],[0.82639998 0.61189997 0.487681  ]
D00924.obj,FloorLamp,5091,9916,[-0.81716102 -0.42595601 -0.449487  ],[0.86030969 0.46484801 0.43969399]
D00955.obj,FloorLamp,5006,9974,[-0.75037599 -0.50828898 -0.498685  ],[0.84403801 0.459079   0.47460601]
D00981.obj,FloorLamp,5010,9785,[-0.46224001 -0.56174999 -0.44881901],[1.01730001 0.36074299 0.47492   ]
m617.obj,FloorLamp,4440,8828,[0.025 0.025 0.025],[0.38187599 0.97500002 0.417182  ]
m618.obj,FloorLamp,5001,9990,[0.025 0.025 0.025],[0.134223   0.97500002 0.134222  ]
m619.obj,FloorLamp,5005,9912,[0.025 0.025 0.025],[0.174245   0.97500002 0.174245  ]
m620.obj,FloorLamp,5005,9900,[0.025 0.025 0.025],[0.124357   0.97500002 0.116258  ]
m621.obj,FloorLamp,5019,9947,[0.025 0.025 0.025],[0.14452299 0.97500002 0.14452299]
m622.obj,FloorLamp,5056,9912,[0.025 0.025 0.025],[0.099219   0.97500002 0.20127   ]
m623.obj,FloorLamp,5022,9978,[0.025 0.025 0.025],[0.284805   0.97500002 0.249998  ]
m624.obj,FloorLamp,5003,9990,[0.025 0.025 0.025],[0.17115401 0.97500002 0.36853901]
D00050.obj,Glasses,5000,9996,[-0.731417   -0.349702   -0.15619899],[0.57018501 0.93131202 0.169875  ]
D00201.obj,Glasses,5027,9707,[-0.487773   -0.49874699 -0.21304099],[0.639588   0.55523598 0.214302  ]
D00225.obj,Glasses,4996,9927,[-0.54109699 -0.53361201 -0.17480201],[0.68059802 0.62349999 0.13212401]
D00432.obj,Glasses,5027,9576,[-0.82041901 -1.05911994 -0.18124799],[0.74422097 0.46237099 0.089982  ]
D00475.obj,Glasses,5005,9958,[-0.80163002 -0.58723801 -0.108938  ],[0.31051499 0.39309701 0.25845599]
D00507.obj,Glasses,5000,9996,[-0.72408003 -0.34137899 -0.15894499],[0.57490498 0.932688   0.166407  ]
D00560.obj,Glasses,4230,8368,[-0.61256403 -0.450059   -0.19761799],[0.62851697 0.64273298 0.102281  ]
D00575.obj,Glasses,5043,9950,[-0.72199702 -0.394117   -0.102883  ],[0.4441235  0.89137101 0.1227565 ]
D00630.obj,Glasses,5018,9942,[-0.66284001 -0.78273797 -0.245093  ],[0.427605   0.28237599 0.142124  ]
D00640.obj,Glasses,4994,9850,[-0.87707603 -0.45471101 -0.08387125],[0.419043   0.85050303 0.13244399]
D00656.obj,Glasses,5063,8472,[-0.69242698 -0.563963   -0.17177001],[0.71929002 0.838516   0.18825801]
D00660.obj,Glasses,5002,9923,[-0.68658602 -0.48616901 -0.117187  ],[0.69791001 0.90264797 0.109791  ]
D00717.obj,Glasses,5007,9966,[-0.72122502 -0.35859799 -0.23344301],[0.52322799 0.84766799 0.19149201]
D00730.obj,Glasses,5003,9994,[-0.483262   -0.86890101 -0.12772401],[0.64880401 0.38013601 0.09945   ]
D00813.obj,Glasses,5008,9959,[-0.59293097 -0.442166   -0.22031499],[0.65073299 0.64060599 0.23731001]
D00816.obj,Glasses,5028,9972,[-0.739501 -0.950867 -0.123246],[0.54365352 0.3323175  0.088174  ]
D00877.obj,Glasses,5056,9733,[-0.79937601 -0.656955   -0.26272601],[0.60766703 0.660164   0.14246   ]
D00883.obj,Glasses,5029,9924,[-0.85337299 -0.29359001 -0.056078  ],[0.50322402 1.06823003 0.15336099]
D00937.obj,Glasses,5001,9986,[-0.52587801 -0.38907301 -0.151849  ],[0.77880901 0.89290601 0.109602  ]
D00994.obj,Glasses,5016,9941,[-0.73775101 -0.99648899 -0.122722  ],[0.31226701 0.25396201 0.137724  ]
D00023.obj,Guitar,5096,9891,[-0.79623199 -0.26249701 -0.054427  ],[0.751486   0.27478999 0.109924  ]
D00041.obj,Guitar,27250,50370,[-0.95451599 -0.18076999 -0.040154  ],[0.46449301 0.20031799 0.02737   ]
D00076.obj,Guitar,4455,7455,[-0.75027698 -0.26777801 -0.033717  ],[0.80501002 0.303992   0.055867  ]
D00097.obj,Guitar,5030,9968,[-0.73679399 -0.21092001 -0.120674  ],[0.80816603 0.246712   0.02709   ]
D00124.obj,Guitar,5035,9537,[-0.66239399 -0.21819299 -0.046556  ],[0.83436298 0.25694901 0.052156  ]
D00222.obj,Guitar,4090,7980,[-0.80209899 -0.32566199 -0.122863  ],[1.00169003 0.298917   0.090693  ]
D00232.obj,Guitar,4872,9317,[-0.66975701 -0.33697999 -0.054688  ],[0.86056602 0.302068   0.112353  ]
D00335.obj,Guitar,32762,64993,[-0.74228603 -0.285896   -0.062144  ],[0.775042   0.24672399 0.129719  ]
D00374.obj,Guitar,5032,9334,[-1.04141998 -0.226905   -0.08488   ],[0.46454301 0.207119   0.083787  ]
D00414.obj,Guitar,5219,9230,[-0.86159098 -0.18721101 -0.15130299],[0.77710903 0.32645601 0.097247  ]
D00416.obj,Guitar,4694,9011,[-0.87228298 -0.28883499 -0.093521  ],[0.58753097 0.2832     0.055506  ]
D00461.obj,Guitar,5071,9800,[-0.78724802 -0.239581   -0.047724  ],[0.87910002 0.270428   0.064037  ]
D00464.obj,Guitar,5091,9710,[-0.84441799 -0.240079   -0.14032599],[0.69859302 0.41162401 0.111249  ]
D00494.obj,Guitar,5304,9593,[-0.826765 -0.175486 -0.069655],[0.64019951 0.204035   0.063467  ]
D00534.obj,Guitar,5027,9805,[-0.72636199 -0.23972499 -0.08063   ],[0.72069103 0.227699   0.07686   ]
D00549.obj,Guitar,5182,9856,[-0.66316903 -0.27897599 -0.021161  ],[0.856067 0.145906 0.060895]
D00645.obj,Guitar,5106,9890,[-1.04426003 -0.21390299 -0.072762  ],[0.43145901 0.315375   0.061381  ]
D00655.obj,Guitar,5200,9934,[-0.77486497 -0.305031   -0.015852  ],[0.79188299 0.30974701 0.029027  ]
D00844.obj,Guitar,5004,8971,[-0.878815 -0.313658 -0.132861],[0.725743 0.30587  0.214252]
D00849.obj,Guitar,29451,57673,[-0.67427802 -0.286515   -0.057612  ],[0.86037803 0.21946201 0.123724  ]
D00103.obj,Gun,5009,9971,[-0.795672   -0.45360601 -0.096347  ],[0.77660298 0.43445599 0.151426  ]
D00137.obj,Gun,4958,9732,[-1.04743004 -0.36217901 -0.112803  ],[0.79637098 0.405965   0.104621  ]
D00140.obj,Gun,4462,8734,[-1.01717997 -0.32942599 -0.126773  ],[0.83468401 0.33998001 0.108157  ]
D00153.obj,Gun,5001,9978,[-0.77447098 -0.435366   -0.109726  ],[0.976852   0.41292101 0.103612  ]
D00161.obj,Gun,4592,9152,[-0.79135001 -0.45291299 -0.153678  ],[1.02623999 0.54607898 0.101841  ]
D00204.obj,Gun,5558,9158,[-0.78153598 -0.60846603 -0.128401  ],[1.00940001 0.45156899 0.146249  ]
D00207.obj,Gun,5076,9837,[-0.482214 -0.442009 -0.150071],[1.01236999 0.359644   0.10324587]
D00209.obj,Gun,5021,9966,[-1.01112998 -0.57812601 -0.168384  ],[0.681548 0.35909  0.179591]
D00239.obj,Gun,5001,9986,[-0.64555901 -0.26086599 -0.05666   ],[1.01275003 0.221899   0.065709  ]
D00244.obj,Gun,4496,8928,[-0.75568098 -0.42654499 -0.166549  ],[1.05437005 0.62470198 0.122758  ]
D00282.obj,Gun,5029,9969,[-1.08173001 -0.268859   -0.131851  ],[0.778063   0.45644599 0.167787  ]
D00368.obj,Gun,4651,9270,[-0.89646798 -0.54870403 -0.142997  ],[1.00275004 0.48088399 0.157207  ]
D00425.obj,Gun,4931,9700,[-0.81684199 -0.40554199 -0.07611   ],[0.94891101 0.48605201 0.1064065 ]
D00477.obj,Gun,5046,9618,[-0.88916999 -0.142298   -0.069242  ],[0.967026   0.25725001 0.040597  ]
D00606.obj,Gun,5003,9992,[-0.74583298 -0.401651   -0.222344  ],[1.13767004 0.70325702 0.121953  ]
D00802.obj,Gun,4530,9024,[-0.54102898 -0.31423801 -0.088182  ],[1.01339996 0.29463699 0.064344  ]
D00819.obj,Gun,5039,9793,[-0.75494403 -0.584418   -0.132595  ],[0.99677649 0.30528951 0.1349095 ]
D00826.obj,Gun,4989,9919,[-0.84255898 -0.29761201 -0.119141  ],[0.97625703 0.279814   0.120482  ]
D00929.obj,Gun,5021,9966,[-0.82214397 -0.55177897 -0.112555  ],[1.02365005 0.602898   0.070117  ]
D00972.obj,Gun,28389,56579,[-1.23352003 -0.40559301 -0.156665  ],[0.63347399 0.57214701 0.180521  ]
m648.obj,Gun,4880,9712,[0.025 0.025 0.025],[0.97500002 0.61356199 0.128121  ]
m649.obj,Gun,5283,9381,[0.025 0.025 0.025],[0.97500002 0.68524998 0.138763  ]
m650.obj,Gun,5358,9808,[0.025 0.025 0.025],[0.97500002 0.66007501 0.15823799]
m651.obj,Gun,4340,8320,[0.025 0.025 0.025],[0.26867101 0.639117   0.97500002]
m652.obj,Gun,5639,8891,[0.025 0.025 0.025],[0.19443101 0.70426702 0.97500002]
m653.obj,Gun,5005,9986,[0.025 0.025 0.025],[0.97500002 0.46690601 0.16723   ]
m654.obj,Gun,4196,8352,[0.025 0.025 0.025],[0.97500002 0.55567598 0.114499  ]
m655.obj,Gun,5001,9968,[0.025 0.025 0.025],[0.148819   0.575499   0.97500002]
m656.obj,Gun,4969,9854,[0.025 0.025 0.025],[0.16751549 0.573955   0.97500002]
m657.obj,Gun,5016,9986,[0.025    0.025124 0.025051],[0.23062199 0.7467185  0.97500002]
m658.obj,Gun,4496,8928,[0.025 0.025 0.025],[0.189951   0.61709303 0.97500002]
m659.obj,Gun,4636,9160,[0.025 0.025 0.025],[0.97500002 0.49796101 0.16530401]
m660.obj,Gun,5498,7519,[0.025 0.025 0.025],[0.15705    0.52683902 0.97500002]
m661.obj,Gun,5006,9834,[0.025 0.025 0.025],[0.97500002 0.151189   0.54785001]
m662.obj,Gun,5013,9867,[0.025 0.025 0.025],[0.97500002 0.156909   0.96036899]
m663.obj,Gun,5016,9916,[0.025 0.025 0.025],[0.97500002 0.13951001 0.55854398]
m664.obj,Gun,4651,9270,[0.025 0.025 0.025],[0.97500002 0.72118801 0.199559  ]
m665.obj,Gun,5034,9692,[0.025 0.025 0.025],[0.18494201 0.68591303 0.97500002]
m666.obj,Gun,4932,9899,[0.025 0.025 0.025],[0.97500002 0.69406998 0.26797301]
m667.obj,Gun,5052,9889,[0.025 0.025 0.025],[0.115473   0.42156801 0.97500002]
m668.obj,Gun,5014,9539,[0.025 0.025 0.025],[0.095224   0.30753899 0.97500002]
m669.obj,Gun,5149,9607,[0.025 0.025 0.025],[0.10005    0.164887   0.97500002]
