File,Class,Eigenvector 1 (X-axis),Eigenvector 2 (Y-axis),Eigenvector 3 (Z-axis)
m1614.obj,Chess,1.0,4.613513365829559e-13,4.743065307519323e-13
D01001.obj,City,1.0,6.887842235725352e-16,6.887842235725352e-16
D01007.obj,City,1.0,1.0,1.0
D01010.obj,City,1.0,1.0,1.0
D01018.obj,City,1.0,1.0,1.0
D01039.obj,City,1.0,1.0,1.0
D01056.obj,City,1.0,5.5511151231257796e-17,1.1102230246251565e-16
D01066.obj,City,1.0,1.0,1.0
D01068.obj,City,1.0,1.0,1.0
D01079.obj,City,1.0,1.0,1.0
D01090.obj,City,1.0,1.0,1.0
D01091.obj,City,1.0,1.0,1.0
D01092.obj,City,1.0,1.0,1.0
D01101.obj,City,1.0,1.0,1.0
D01103.obj,City,1.0,1.0,1.0
D01124.obj,City,1.0,1.0,1.0
D01133.obj,City,1.0,1.0,1.0
D01173.obj,City,1.0,1.0,1.0
D01181.obj,City,1.0,1.0,1.0
D01192.obj,City,1.0,1.0,1.0
D01195.obj,City,1.0,4.7059528700505664e-17,7.337909840516206e-17
m1652.obj,City,1.0,1.0,1.0
m1654.obj,City,1.0,1.0,1.0
m1659.obj,City,1.0,1.0,1.0
m1660.obj,City,1.0,2.6791481225693363e-16,1.3500179546560824e-16
m1661.obj,City,1.0,1.0,1.0
m1662.obj,City,1.0,1.0,1.0
m1664.obj,City,1.0,1.0,1.0
D00005.obj,ClassicPiano,1.0,1.0,1.0
D00009.obj,ClassicPiano,1.0,1.1995446598116606e-16,4.784144460498515e-16
D00034.obj,ClassicPiano,1.0,1.0352343382731508e-16,1.3108577021428714e-16
D00092.obj,ClassicPiano,1.0,7.262307699758329e-17,1.7400710700931907e-16
D00120.obj,ClassicPiano,1.0,1.0,1.0
D00190.obj,ClassicPiano,1.0,1.0,1.0
D00233.obj,ClassicPiano,1.0,1.0,1.0
D00254.obj,ClassicPiano,1.0,1.0,1.0
D00279.obj,ClassicPiano,1.0,1.0,1.0
D00305.obj,ClassicPiano,1.0,1.0,1.0
D00314.obj,ClassicPiano,1.0,1.0,1.0
D00561.obj,ClassicPiano,1.0,1.0,1.0
D00579.obj,ClassicPiano,1.0,1.0,1.0
D00605.obj,ClassicPiano,1.0,4.965633981788552e-16,6.62391464736718e-16
D00784.obj,ClassicPiano,1.0,1.0,1.0
D00789.obj,ClassicPiano,1.0,1.0,1.0
D00811.obj,ClassicPiano,1.0,1.0,1.0
D00845.obj,ClassicPiano,1.0,3.599686151084008e-15,2.3247152926280725e-15
D00967.obj,ClassicPiano,1.0,1.0,1.0
D00983.obj,ClassicPiano,1.0,1.0,1.0
D01002.obj,Computer,1.0,1.2802386809516821e-15,9.216830272190208e-16
D01023.obj,Computer,1.0,4.263172071231008e-16,3.2670746970773916e-16
D01026.obj,Computer,1.0,1.0,1.0
D01028.obj,Computer,1.0,2.9773448761258434e-16,1.0089080798025893e-16
D01033.obj,Computer,1.0,3.045763034620449e-16,4.1396912029843744e-17
D01037.obj,Computer,1.0,1.0,1.0
D01067.obj,Computer,1.0,7.177546806421353e-17,1.6070698242177449e-16
D01070.obj,Computer,1.0,4.440892098500626e-16,1.8633859429418302e-17
D01071.obj,Computer,1.0,1.0,1.0
D01072.obj,Computer,1.0,1.0,1.0
D01073.obj,Computer,1.0,1.0,1.0
D01082.obj,Computer,1.0,1.0,1.0
D01085.obj,Computer,1.0,7.290344182925368e-17,6.66929573661897e-16
D01098.obj,Computer,1.0,1.0,1.0
D01100.obj,Computer,1.0,1.0,1.0
D01102.obj,Computer,1.0,1.0,1.0
D01115.obj,Computer,1.0,1.0,1.0
D01128.obj,Computer,1.0,1.0,1.0
D01164.obj,Computer,1.0,5.547088672136013e-16,1.8725098646268997e-16
D01185.obj,Computer,1.0,1.0,1.0
m1764.obj,Computer,1.0,1.0,1.0
m1765.obj,Computer,1.0,1.0,1.0
m1766.obj,Computer,1.0,1.0,1.0
m1767.obj,Computer,1.0,1.0,1.0
m1769.obj,Computer,1.0,1.0,1.0
m1770.obj,Computer,1.0,1.0,1.0
m1772.obj,Computer,1.0,4.960773328903813e-16,1.6206596622804812e-16
m1773.obj,Computer,1.0,1.0,1.0
m1774.obj,Computer,1.0,1.4166756147652515e-15,1.1186273197173134e-15
m1775.obj,Computer,1.0,1.0,1.0
m1776.obj,Computer,1.0,1.0,1.0
m1777.obj,Computer,1.0,1.0,1.0
m1778.obj,Computer,1.0,1.0,1.0
D00116.obj,ComputerKeyboard,1.0,1.0,1.0
D00127.obj,ComputerKeyboard,1.0,1.119211062638169e-16,1.239559110230727e-16
D00197.obj,ComputerKeyboard,1.0,1.0,1.0
D00278.obj,ComputerKeyboard,1.0,1.0,1.0
D00360.obj,ComputerKeyboard,1.0,1.0,1.0
D00382.obj,ComputerKeyboard,1.0,1.0,1.0
D00420.obj,ComputerKeyboard,1.0,1.4943467646029145e-16,1.035942156569438e-16
D00493.obj,ComputerKeyboard,1.0,2.7755575615628914e-16,1.3494609639638948e-16
D00525.obj,ComputerKeyboard,1.0,1.0,1.0
D00569.obj,ComputerKeyboard,1.0,2.3574129017138706e-16,1.293156360305976e-16
D00597.obj,ComputerKeyboard,1.0,1.0,1.0
D00600.obj,ComputerKeyboard,1.0,1.0,1.0
D00627.obj,ComputerKeyboard,1.0,1.0,1.0
D00654.obj,ComputerKeyboard,1.0,1.0,1.0
D00673.obj,ComputerKeyboard,1.0,1.0,1.0
D00676.obj,ComputerKeyboard,1.0,1.0,1.0
D00692.obj,ComputerKeyboard,1.0,1.0,1.0
D00805.obj,ComputerKeyboard,1.0,1.0,1.0
D00905.obj,ComputerKeyboard,1.0,1.0,1.0
D00990.obj,ComputerKeyboard,1.0,1.0,1.0
D00035.obj,Cup,1.0,1.0,1.0
D00067.obj,Cup,1.0,1.0,1.0
D00174.obj,Cup,1.0,1.0,1.0
D00206.obj,Cup,1.0,1.0,1.0
D00214.obj,Cup,1.0,1.0,1.0
D00270.obj,Cup,1.0,1.0,1.0
D00328.obj,Cup,1.0,1.5424812167926048e-10,1.5410325931269073e-10
D00355.obj,Cup,1.0,1.0,1.0
D00363.obj,Cup,1.0,0.9999999803325555,0.9999999803325416
D00457.obj,Cup,1.0,0.9999999999999929,0.9999999999999929
D00463.obj,Cup,1.0,0.0017354141783277584,0.0017354136172124397
D00519.obj,Cup,1.0,1.0,1.0
D00550.obj,Cup,1.0,1.0,1.0
D00587.obj,Cup,1.0,1.0,1.0
D00638.obj,Cup,1.0,2.551166210763937e-10,2.5536284703483483e-10
D00642.obj,Cup,1.0,1.8932826149633178e-13,1.7527614672763774e-13
D00738.obj,Cup,1.0,1.0,1.0
D00843.obj,Cup,1.0,0.0034303802373221457,0.0034303802373223556
D00874.obj,Cup,1.0,1.0,1.0
D00882.obj,Cup,1.0,1.6596651423616267e-13,1.6605820374472587e-13
m494.obj,Cup,1.0,0.9999999435582745,0.9999999435582746
m495.obj,Cup,1.0,1.583489215670226e-16,4.2169732082806524e-16
m496.obj,Cup,1.0,3.444154896920289e-19,9.615086047783662e-17
m497.obj,Cup,1.0,0.00014245198299795084,0.00014245245974496483
m498.obj,Cup,1.0,1.0,1.0
m499.obj,Cup,1.0,1.0,1.0
m500.obj,Cup,1.0,1.0,1.0
m501.obj,Cup,1.0,1.5405896321356248e-10,1.5414534906549717e-10
m502.obj,Cup,1.0,1.0,1.0
m526.obj,Cup,1.0,1.2936061806937035e-16,1.2936061806937035e-16
D00048.obj,DeskLamp,1.0,1.0,1.0
D00090.obj,DeskLamp,1.0,1.0,1.0
D00147.obj,DeskLamp,1.0,1.0,1.0
D00257.obj,DeskLamp,1.0,1.0,1.0
D00268.obj,DeskLamp,1.0,1.0,1.0
D00330.obj,DeskLamp,1.0,1.0,1.0
D00378.obj,DeskLamp,1.0,1.0,1.0
D00435.obj,DeskLamp,1.0,1.0,1.0
D00455.obj,DeskLamp,1.0,1.0,1.0
D00531.obj,DeskLamp,1.0,1.0,1.0
D00547.obj,DeskLamp,1.0,3.7709527323922525e-16,1.9992793632462472e-16
D00686.obj,DeskLamp,1.0,1.0,1.0
D00693.obj,DeskLamp,1.0,5.2138479246368536e-17,1.294510992011713e-16
D00698.obj,DeskLamp,1.0,1.0,1.0
D00715.obj,DeskLamp,1.0,1.0,1.0
D00744.obj,DeskLamp,1.0,1.0,1.0
D00759.obj,DeskLamp,1.0,1.0,1.0
D00776.obj,DeskLamp,1.0,1.0,1.0
D00797.obj,DeskLamp,1.0,1.0,1.0
D00912.obj,DeskLamp,1.0,3.0442984568587805e-16,2.0780467236937382e-16
m603.obj,DeskLamp,1.0,1.0,1.0
m604.obj,DeskLamp,1.0,1.0,1.0
m605.obj,DeskLamp,1.0,3.3343772738665868e-15,4.065673935648531e-15
m606.obj,DeskLamp,1.0,1.0,1.0
m608.obj,DeskLamp,1.0,1.0,1.0
m609.obj,DeskLamp,1.0,1.0,1.0
m611.obj,DeskLamp,1.0,1.0,1.0
m613.obj,DeskLamp,1.0,1.0,1.0
m614.obj,DeskLamp,1.0,1.0,1.0
m615.obj,DeskLamp,1.0,1.0,1.0
m616.obj,DeskLamp,1.0,1.0,1.0
D00118.obj,DeskPhone,1.0,1.0,1.0
D00135.obj,DeskPhone,1.0,2.8751568521096367e-16,4.372197161792089e-16
D00154.obj,DeskPhone,1.0,1.0,1.0
D00220.obj,DeskPhone,1.0,1.0,1.0
D00316.obj,DeskPhone,1.0,1.0,1.0
D00318.obj,DeskPhone,1.0,1.0,1.0
D00403.obj,DeskPhone,1.0,7.201988829405788e-17,3.9237159770911376e-17
D00486.obj,DeskPhone,1.0,2.29233291078164e-16,1.0487499481514544e-17
D00511.obj,DeskPhone,1.0,1.5109553191303732e-16,1.1060256659946883e-16
D00556.obj,DeskPhone,1.0,1.0,1.0
D00576.obj,DeskPhone,1.0,2.202002402088497e-16,3.9807965185344104e-16
D00680.obj,DeskPhone,1.0,6.651537159294767e-16,8.818945629322908e-17
D00706.obj,DeskPhone,1.0,1.0,1.0
D00773.obj,DeskPhone,1.0,1.0,1.0
D00829.obj,DeskPhone,1.0,1.0,1.0
D00894.obj,DeskPhone,1.0,1.0,1.0
D00897.obj,DeskPhone,1.0,2.4932118773722586e-18,6.434297021181303e-17
D00899.obj,DeskPhone,1.0,1.0,1.0
D00957.obj,DeskPhone,1.0,1.0,1.0
D00958.obj,DeskPhone,1.0,1.0,1.0
D01005.obj,Door,1.0,1.0,1.0
D01029.obj,Door,1.0,2.621703722315269e-16,2.109778766729807e-17
D01052.obj,Door,1.0,1.0305409513973257e-15,1.2397468137100898e-15
D01058.obj,Door,1.0,1.2932916538365996e-18,1.2932916538365996e-18
D01062.obj,Door,1.0,1.0,1.0
D01076.obj,Door,1.0,1.0,1.0
D01104.obj,Door,1.0,1.0,1.0
D01114.obj,Door,1.0,1.0,1.0
D01121.obj,Door,1.0,5.421920183359326e-17,1.7777249405122767e-16
D01129.obj,Door,1.0,1.0,1.0
D01136.obj,Door,1.0,1.0,1.0
D01139.obj,Door,1.0,1.0,1.0
D01141.obj,Door,1.0,3.1424372322953356e-16,4.0005260990716767e-16
D01143.obj,Door,1.0,9.847818047787206e-18,6.420378153717628e-17
D01144.obj,Door,1.0,1.0,1.0
D01155.obj,Door,1.0,2.9079823842308187e-16,7.656905630209889e-17
D01158.obj,Door,1.0,1.0,1.0
D01167.obj,Door,1.0,1.0,1.0
D01177.obj,Door,1.0,1.0,1.0
D01194.obj,Door,1.0,1.0,1.0
m1707.obj,Door,1.0,1.0,1.0
m1708.obj,Door,1.0,3.200087161214123e-16,5.3141438967990444e-17
m1710.obj,Door,1.0,1.0,1.0
m1711.obj,Door,1.0,1.0,1.0
m1712.obj,Door,1.0,1.0,1.0
m1713.obj,Door,1.0,1.0,1.0
m1714.obj,Door,1.0,1.0,1.0
m1715.obj,Door,1.0,1.0,1.0
m1716.obj,Door,1.0,5.909929636086885e-17,5.909929636086885e-17
m1717.obj,Door,1.0,1.0,1.0
m1718.obj,Door,1.0,1.0,1.0
m1720.obj,Door,1.0,1.0,1.0
m1721.obj,Door,1.0,1.0,1.0
m1722.obj,Door,1.0,1.0,1.0
m1723.obj,Door,1.0,1.0,1.0
m1724.obj,Door,1.0,1.0,1.0
m1725.obj,Door,1.0,2.3899936509967026e-16,2.381082888853782e-16
m1726.obj,Door,1.0,3.979554128285864e-17,6.948264534048633e-17
m1727.obj,Door,1.0,1.0,1.0
m1728.obj,Door,1.0,1.0,1.0
m1729.obj,Door,1.0,1.0,1.0
m1730.obj,Door,1.0,1.0,1.0
m1731.obj,Door,1.0,1.0,1.0
m1732.obj,Door,1.0,1.0,1.0
D00026.obj,Drum,1.0,1.0,1.0
D00063.obj,Drum,1.0,1.2328083742463445e-15,1.8939421491916185e-15
D00115.obj,Drum,1.0,1.0,1.0
D00163.obj,Drum,1.0,1.9537449274027835e-15,1.6325257718714698e-15
D00189.obj,Drum,1.0,1.0,1.0
D00193.obj,Drum,1.0,3.906916082238998e-13,3.9898365367840874e-13
D00297.obj,Drum,1.0,1.0,1.0
D00298.obj,Drum,1.0,2.833418160370188e-13,1.3879754027445426e-13
D00308.obj,Drum,1.0,1.0,1.0
D00375.obj,Drum,1.0,2.027514956415225e-16,1.9867852495507908e-15
D00383.obj,Drum,1.0,1.0,1.0
D00404.obj,Drum,1.0,1.0,1.0
D00551.obj,Drum,1.0,1.0,1.0
D00557.obj,Drum,1.0,1.0,1.0
D00596.obj,Drum,1.0,2.971200796499903e-16,2.61947277760415e-16
D00709.obj,Drum,1.0,1.0,1.0
D00939.obj,Drum,1.0,1.4807806212409953e-16,1.8594935776632687e-16
D00951.obj,Drum,1.0,1.0,1.0
D00980.obj,Drum,1.0,1.0,1.0
D00982.obj,Drum,1.0,1.0,1.0
D00012.obj,Fish,1.0,1.0,1.0
D00022.obj,Fish,1.0,4.613825548775659e-16,6.895229934576476e-17
D00024.obj,Fish,1.0,1.0,1.0
D00030.obj,Fish,1.0,1.0,1.0
D00142.obj,Fish,1.0,4.4444953514302976e-17,1.437434399933574e-16
D00165.obj,Fish,1.0,2.298689249611666e-16,2.379842374164753e-16
D00251.obj,Fish,1.0,1.0,1.0
D00293.obj,Fish,1.0,1.0,1.0
D00351.obj,Fish,1.0,1.0,1.0
D00398.obj,Fish,1.0,7.61112142086568e-17,1.9253032227083222e-16
D00450.obj,Fish,1.0,0.0,0.0
D00535.obj,Fish,1.0,1.0,1.0
D00633.obj,Fish,1.0,0.0,1.8496061426478071e-16
D00636.obj,Fish,1.0,1.0,1.0
D00643.obj,Fish,1.0,1.0,1.0
D00682.obj,Fish,1.0,1.0,1.0
D00748.obj,Fish,1.0,1.5830383498458692e-16,1.004091132323867e-16
D00763.obj,Fish,1.0,1.0,1.0
D00850.obj,Fish,1.0,1.0,1.0
D00950.obj,Fish,1.0,1.0,1.0
D00028.obj,FloorLamp,1.0,2.9911681353059355e-12,3.095605508495677e-12
D00093.obj,FloorLamp,1.0,1.0,1.0
D00186.obj,FloorLamp,1.0,1.0,1.0
D00211.obj,FloorLamp,1.0,1.0,1.0
D00228.obj,FloorLamp,1.0,1.0,1.0
D00388.obj,FloorLamp,1.0,1.0,1.0
D00400.obj,FloorLamp,1.0,1.0,1.0
D00408.obj,FloorLamp,1.0,1.0,1.0
D00447.obj,FloorLamp,1.0,1.0,1.0
D00495.obj,FloorLamp,1.0,1.0,1.0
D00563.obj,FloorLamp,1.0,1.551118804398447e-09,1.5544978727050007e-09
D00580.obj,FloorLamp,1.0,1.0,1.0
D00740.obj,FloorLamp,1.0,1.0,1.0
D00856.obj,FloorLamp,1.0,7.460384694134237e-10,7.455050527405198e-10
D00875.obj,FloorLamp,1.0,3.652067161677577e-15,4.666865518508194e-15
D00876.obj,FloorLamp,1.0,1.0,1.0
D00888.obj,FloorLamp,1.0,1.0,1.0
D00924.obj,FloorLamp,1.0,1.0,1.0
D00955.obj,FloorLamp,1.0,1.0,1.0
D00981.obj,FloorLamp,1.0,2.126506042682932e-15,1.4806899690555566e-14
m617.obj,FloorLamp,1.0,1.0,1.0
m618.obj,FloorLamp,1.0,1.0,1.0
m619.obj,FloorLamp,1.0,0.9999999707994857,0.999999970799489
m620.obj,FloorLamp,1.0,1.0,1.0
m621.obj,FloorLamp,1.0,1.0,1.0
m622.obj,FloorLamp,1.0,1.0,1.0
m623.obj,FloorLamp,1.0,1.0,1.0
m624.obj,FloorLamp,1.0,1.0,1.0
D00050.obj,Glasses,1.0,1.0,1.0
D00201.obj,Glasses,1.0,1.0,1.0
D00225.obj,Glasses,1.0,1.0,1.0
D00432.obj,Glasses,1.0,1.0,1.0
D00475.obj,Glasses,1.0,1.0,1.0
D00507.obj,Glasses,1.0,1.0,1.0
D00560.obj,Glasses,1.0,1.5197346158155387e-15,1.7305772582360904e-15
D00575.obj,Glasses,1.0,1.0,1.0
D00630.obj,Glasses,1.0,1.0,1.0
D00640.obj,Glasses,1.0,1.0,1.0
D00656.obj,Glasses,1.0,1.0,1.0
D00660.obj,Glasses,1.0,1.0,1.0
D00717.obj,Glasses,1.0,1.0,1.0
D00730.obj,Glasses,1.0,1.0,1.0
D00813.obj,Glasses,1.0,1.0,1.0
D00816.obj,Glasses,1.0,1.0,1.0
D00877.obj,Glasses,1.0,1.0,1.0
D00883.obj,Glasses,1.0,1.0,1.0
D00937.obj,Glasses,1.0,1.0,1.0
D00994.obj,Glasses,1.0,1.0,1.0
D00023.obj,Guitar,1.0,8.417935143367235e-18,2.0215318874963585e-16
D00041.obj,Guitar,1.0,5.56647392194873e-17,3.1014505575560065e-17
D00076.obj,Guitar,1.0,1.0,1.0
D00097.obj,Guitar,1.0,1.0,1.0
D00124.obj,Guitar,1.0,1.0,1.0
D00222.obj,Guitar,1.0,1.374458055696272e-16,2.0864875829361933e-18
D00232.obj,Guitar,1.0,1.0,1.0
D00335.obj,Guitar,1.0,1.0,1.0
D00374.obj,Guitar,1.0,2.878712358545841e-16,3.173838571303375e-16
D00414.obj,Guitar,1.0,1.0,1.0
D00416.obj,Guitar,1.0,1.0,1.0
D00461.obj,Guitar,1.0,1.0,1.0
D00464.obj,Guitar,1.0,2.696650218762279e-16,2.3161276502934116e-16
D00494.obj,Guitar,1.0,3.4943713330302445e-16,1.067441382305399e-16
D00534.obj,Guitar,1.0,1.0,1.0
D00549.obj,Guitar,1.0,1.0,1.0
D00645.obj,Guitar,1.0,1.0,1.0
D00655.obj,Guitar,1.0,1.0,1.0
D00844.obj,Guitar,1.0,1.6088885851473073e-17,2.213263043664113e-16
D00849.obj,Guitar,1.0,1.0,1.0
D00103.obj,Gun,1.0,4.0939699041406664e-16,1.2520211359511225e-16
D00137.obj,Gun,1.0,1.0,1.0
D00140.obj,Gun,1.0,1.0,1.0
D00153.obj,Gun,1.0,1.0,1.0
D00161.obj,Gun,1.0,1.0,1.0
D00204.obj,Gun,1.0,1.0,1.0
D00207.obj,Gun,1.0,1.0,1.0
D00209.obj,Gun,1.0,1.0,1.0
D00239.obj,Gun,1.0,1.0,1.0
D00244.obj,Gun,1.0,1.0,1.0
D00282.obj,Gun,1.0,1.0,1.0
D00368.obj,Gun,1.0,1.0,1.0
D00425.obj,Gun,1.0,1.0,1.0
D00477.obj,Gun,1.0,2.058463869939148e-16,1.2708783201053578e-16
D00606.obj,Gun,1.0,1.0,1.0
D00802.obj,Gun,1.0,1.0,1.0
D00819.obj,Gun,1.0,1.4350559876864562e-17,5.977907205862796e-16
D00826.obj,Gun,1.0,1.0,1.0
D00929.obj,Gun,1.0,1.0,1.0
D00972.obj,Gun,1.0,1.0,1.0
m648.obj,Gun,1.0,1.0,1.0
m649.obj,Gun,1.0,1.0,1.0
m650.obj,Gun,1.0,1.0,1.0
m651.obj,Gun,1.0,1.0,1.0
m652.obj,Gun,1.0,1.0,1.0
m653.obj,Gun,1.0,1.0,1.0
m654.obj,Gun,1.0,1.0,1.0
m655.obj,Gun,1.0,1.0,1.0
m656.obj,Gun,1.0,1.0,1.0
m657.obj,Gun,1.0,3.171983989426975e-16,4.824578403124686e-16
m658.obj,Gun,1.0,1.0,1.0
m659.obj,Gun,1.0,1.0,1.0
m660.obj,Gun,1.0,1.0,1.0
m661.obj,Gun,1.0,1.0,1.0
m662.obj,Gun,1.0,1.568740113270983e-17,2.656988873616419e-16
m663.obj,Gun,1.0,1.0,1.0
m664.obj,Gun,1.0,1.0,1.0
m665.obj,Gun,1.0,1.0,1.0
m666.obj,Gun,1.0,1.0,1.0
m667.obj,Gun,1.0,1.0,1.0
m668.obj,Gun,1.0,1.0,1.0
m669.obj,Gun,1.0,1.0,1.0
m670.obj,Gun,1.0,1.0,1.0
m671.obj,Gun,1.0,1.0,1.0
m672.obj,Gun,1.0,1.0,1.0
m674.obj,Gun,1.0,2.9459414095778143e-16,4.088750829052148e-16
m675.obj,Gun,1.0,1.0,1.0
m676.obj,Gun,1.0,2.0662230494191685e-15,2.175016283345409e-15
m677.obj,Gun,1.0,1.0,1.0
m678.obj,Gun,1.0,1.0,1.0
m679.obj,Gun,1.0,7.888877657342397e-18,4.399704759670926e-17
m680.obj,Gun,1.0,1.0,1.0
m681.obj,Gun,1.0,1.0,1.0
m682.obj,Gun,1.0,1.2332613913034352e-16,4.559843195891036e-16
m683.obj,Gun,1.0,4.013131601933015e-16,4.524390145983231e-16
m684.obj,Gun,1.0,1.0,1.0
m685.obj,Gun,1.0,2.909633673625578e-14,2.987051894071093e-14
m686.obj,Gun,1.0,1.0,1.0
D01006.obj,Hand,1.0,1.0,1.0
D01020.obj,Hand,1.0,1.0,1.0
D01022.obj,Hand,1.0,1.0,1.0
D01024.obj,Hand,1.0,1.0,1.0
D01041.obj,Hand,1.0,1.0,1.0
D01060.obj,Hand,1.0,1.0,1.0
D01074.obj,Hand,1.0,1.0,1.0
D01093.obj,Hand,1.0,1.0,1.0
D01097.obj,Hand,1.0,1.0,1.0
D01106.obj,Hand,1.0,1.846395245058885e-15,1.9594175366583247e-15
D01117.obj,Hand,1.0,1.0,1.0
D01118.obj,Hand,1.0,1.0,1.0
D01153.obj,Hand,1.0,1.0,1.0
D01162.obj,Hand,1.0,2.9649604309641082e-15,2.189463442353365e-15
D01170.obj,Hand,1.0,1.0,1.0
D01172.obj,Hand,1.0,1.0,1.0
D01193.obj,Hand,1.0,5.699956500539506e-32,3.0978706415609375e-16
D01197.obj,Hand,1.0,1.1102230246251563e-15,9.992007221626409e-16
D01198.obj,Hand,1.0,2.129688045691217e-17,1.0294281144985857e-17
D01200.obj,Hand,1.0,1.0,1.0
m323.obj,Hand,1.0,1.0,1.0
m324.obj,Hand,1.0,1.0,1.0
m325.obj,Hand,1.0,2.0537566218000495e-16,6.233957775984436e-17
m326.obj,Hand,1.0,1.0,1.0
m327.obj,Hand,1.0,1.0,1.0
m328.obj,Hand,1.0,1.0,1.0
m329.obj,Hand,1.0,1.0,1.0
m330.obj,Hand,1.0,5.6388799256174e-15,5.122127525336312e-15
m331.obj,Hand,1.0,1.0,1.0
m332.obj,Hand,1.0,1.0,1.0
m333.obj,Hand,1.0,7.782882151336368e-16,8.719014240277766e-16
m334.obj,Hand,1.0,5.822124467763044e-17,4.500073840648727e-17
m335.obj,Hand,1.0,1.5498098853545537e-16,2.5373880477666833e-16
m336.obj,Hand,1.0,1.0,1.0
m337.obj,Hand,1.0,1.0,1.0
m338.obj,Hand,1.0,1.9924045799558333e-16,6.639825998008433e-17
m339.obj,Hand,1.0,2.1238298641196396e-15,2.342470759502464e-15
m1627.obj,Hat,1.0,1.7326790893082268e-16,2.326911133636522e-16
m1628.obj,Hat,1.0,4.388184160930432e-16,9.795135781682231e-16
m1629.obj,Hat,1.0,9.201216901325303e-16,2.0462583663149752e-16
m1630.obj,Hat,1.0,1.0,1.0
m1631.obj,Hat,1.0,1.0,1.0
m1632.obj,Hat,1.0,6.237281623823608e-17,1.984665672605023e-17
m1633.obj,Hat,1.0,5.197473095323338e-15,5.197473095323338e-15
m1634.obj,Hat,1.0,1.0,1.0
m1635.obj,Hat,1.0,1.0,1.0
m1636.obj,Hat,1.0,4.01484180833829e-15,3.62112995397525e-15
m1637.obj,Hat,1.0,1.0,1.0
m1638.obj,Hat,1.0,5.494734198860235e-16,3.0199330618377074e-16
m1639.obj,Hat,1.0,1.0,1.0
m1640.obj,Hat,1.0,1.0,1.0
m1641.obj,Hat,1.0,1.0,1.0
D00038.obj,Helicopter,1.0,4.2199422189389836e-16,1.6759309611473273e-16
D00191.obj,Helicopter,1.0,3.2321083654675072e-15,4.4507429433577696e-15
D00361.obj,Helicopter,1.0,1.0,1.0
D00397.obj,Helicopter,1.0,1.0,1.0
D00423.obj,Helicopter,1.0,1.0,1.0
D00470.obj,Helicopter,1.0,1.0,1.0
D00471.obj,Helicopter,1.0,2.9647013844222295e-16,3.4578007099038e-16
D00473.obj,Helicopter,1.0,1.0,1.0
D00498.obj,Helicopter,1.0,2.482152112959017e-17,6.602276079745416e-17
D00500.obj,Helicopter,1.0,1.0,1.0
D00502.obj,Helicopter,1.0,1.0528529751827972e-16,3.645489759203144e-16
D00644.obj,Helicopter,1.0,1.0,1.0
D00658.obj,Helicopter,1.0,1.0,1.0
D00751.obj,Helicopter,1.0,2.0324102173812762e-16,3.906670166148928e-16
D00796.obj,Helicopter,1.0,1.0,1.0
D00820.obj,Helicopter,1.0,1.0,1.0
D00868.obj,Helicopter,1.0,5.868099725978374e-17,1.4612063765394525e-16
D00977.obj,Helicopter,1.0,1.0,1.0
D00986.obj,Helicopter,1.0,1.0,1.0
D00991.obj,Helicopter,1.0,2.6132025643700966e-16,2.633154840290593e-16
m1302.obj,Helicopter,1.0,5.717001647974385e-16,2.9596694325487526e-16
m1304.obj,Helicopter,1.0,6.388167487475831e-17,4.26559102201341e-17
m1305.obj,Helicopter,1.0,1.0,1.0
m1306.obj,Helicopter,1.0,1.0991305780431901e-16,1.0496973641151531e-16
m1307.obj,Helicopter,1.0,1.0,1.0
m1308.obj,Helicopter,1.0,1.0,1.0
m1309.obj,Helicopter,1.0,1.0,1.0
m1310.obj,Helicopter,1.0,1.0,1.0
m1311.obj,Helicopter,1.0,5.3722193056943503e-17,5.3722193056943503e-17
m1312.obj,Helicopter,1.0,1.0,1.0
m1313.obj,Helicopter,1.0,1.0,1.0
m1314.obj,Helicopter,1.0,1.0,1.0
m1315.obj,Helicopter,1.0,1.0,1.0
m1316.obj,Helicopter,1.0,4.282635472743244e-16,5.969128493311768e-16
m1317.obj,Helicopter,1.0,1.0,1.0
m1318.obj,Helicopter,1.0,1.0,1.0
m1319.obj,Helicopter,1.0,1.0,1.0
m1320.obj,Helicopter,1.0,1.0,1.0
m1321.obj,Helicopter,1.0,1.0,1.0
m1322.obj,Helicopter,1.0,3.573537093465862e-16,2.6819690784478855e-17
m1323.obj,Helicopter,1.0,1.0,1.0
m1325.obj,Helicopter,1.0,1.0,1.0
m1326.obj,Helicopter,1.0,1.0,1.0
m1327.obj,Helicopter,1.0,1.0,1.0
m1328.obj,Helicopter,1.0,1.0,1.0
m1329.obj,Helicopter,1.0,5.980968361053596e-16,1.63895267402287e-16
m1330.obj,Helicopter,1.0,2.1284870751804544e-15,1.5396250101643817e-15
m1332.obj,Helicopter,1.0,2.891862331131015e-15,2.5588822879985438e-15
m1333.obj,Helicopter,1.0,1.0,1.0
m1334.obj,Helicopter,1.0,3.2447927437755316e-15,3.2447927437755316e-15
m1336.obj,Helicopter,1.0,5.764294584285657e-16,1.948784165425835e-16
D00001.obj,House,1.0,3.191891195797326e-15,3.437532930189985e-15
D00044.obj,House,1.0,1.0,1.0
D00091.obj,House,1.0,1.0,1.0
D00095.obj,House,1.0,1.0,1.0
D00286.obj,House,1.0,1.0,1.0
D00325.obj,House,1.0,1.0,1.0
